,tweet,emoji,polarity,emotion
364,#Nazis in #Ukraine were an open secret before feb 2022. Then the masses were neuralised - forgot everything with #Putin fever 😬 https://t.co/SPy5euN4s1,['😬'],0,6
365,"Military targets… they say😔 
#RussiaUkraineWar #UkraineUnderAttack #UkraineInvasion #UkraineWar #FreeUkraine #FckPutin #HelpUkraine #peaceforukraine https://t.co/bPfAaaTXkK",['😔'],0,3
366,"Our brand new episode is up on #YouTube!

All the latest news, broken down into bit sized bits for easy digestion! We scoured the web so you didn’t have to 😅

#film #news #podcastrecommendations #movie #StandWithUkraine #AprilFoolsDay #AtlantaFX #Halo 

https://t.co/W3ttv9SHmS",['😅'],1,1
367,#Ukraine️ has alot worse weather than us most have travelled in the freezing weather too get to other countries so 3% of #Fuel from #Putin that the #UK gets its gunna be summer soonish get the #gas #pipeline and stick it up ya ass #Putin u #WarCriminal and turn it on! 🙊🤣💛💙🌻,['🤣'],1,1
368,@UAWeapons This is some brave stuff. Take the ‘special operation’ to Russia.😊😊#SlavaUkraini,"['😊', '😊']",1,1
369,"Me so sad, can go to Siberia for summer holidays no more 😭
#Lavrov says Putin will sign a decree restricting entry into #Russia for citizens of ""unfriendly countries"" in response to western sanctions. That's the US, the UK, Canada, all of Europe, Japan, South Korea, Australia,",['😭'],0,3
370,"We’re spending the morning with @e_hemmings from #Earlsdon who has welcomed Bohdan from #Ukraine into his home. 😊

Can you help us find him some new #Coventry friends? 🥰

Listen here: https://t.co/2H7sg1CDKf https://t.co/Y61t5sbZpE",['😊'],1,1
371,"On Monday 04 April 2022 (at 16h CET) @LaCarCons and I will host a Twitter Spaces conversation on proposals for an #aggression tribunal re #Ukraine. Our main speakers: @Phoebe_Okowa @kevinjonheller and @k_gorobets. 

Please join us; it’ll be a free-flowing informal conversation 😊 https://t.co/bqGr5grB7V",['😊'],1,1
372,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
373,"@MatthewHarris79 @prairielive @DHBerman @GOP @nytimes Because any who dare spread “Russian disinformation” conflicting with our “truth” –or that of any other “civilized” country whose people “look like us”– should be silenced!! 🤬

𝘖𝘩, 𝘳𝘪𝘨𝘩𝘵… as should any “traitors” who refuse to “#StandWithUkraine”!! “#StandWithAzov”!! 🤬 https://t.co/3wiGn93abb","['🤬', '🤬']",0,4
374,USER &amp; PASS for MASHOIL bc they were “concerned” for their IT safety 🤣💀💀 The email is from 3/26 so info might still be valid 😈  There are also 5 LIC files I can’t open if anyone wants to try 🤷🏻‍♀️🙏 #mashoil👉daybook👉169.eml #FCKPTN #fckputin #oprussia #anonymous #Russia https://t.co/VEHJv8bwkx,['🤣'],1,1
375,"Vladimir Putin will be told in a few days 😂

2 Ukrainian helicopters attacked a striking oil facility in #Belgorod, across the border inside Russia

#Ukraine #UkraineRussiaCrisis #WarCrimes #UkraineRussia #Kyiv #Mariupol #Chernihiv #Lviv #Kharkiv #Melitopol 

🎥

#Pomona #Video https://t.co/B42b30WuG9",['😂'],1,1
376,"Sky 'News' is the pits of British propaganda:

1. #Putin sent Russian bombers armed with nuclear warheads over #Sweden.

2. Paranoid Putin trusts none of his generals, they have lied about losses. 

3. No progress in talks with #Ukraine.

Hilarious, only for the gormless plebs 😂",['😂'],1,1
377,"@Chris_Iwanek @MumbaichaDon There are some morons who think #Russia has destroyed billions of dollars worth of property. Killed 1000s of people, acquired #Ukraine land. And now will get away unhurt. These economic sanctions &amp; counter attacks aren't possible against #Russia almighty. Amateur kids.🤣",['🤣'],1,1
378,"@OlegNikolenko_ 💯💯💯😡😡 Horrid #RussianWarCriminals
#UkraineWillPrevail
#WeStandWithUkraine ✊🇺🇦✊
#RussianWarCrimes
🆘 #StopRussia 🆘","['😡', '😡']",0,4
379,Different Bank Acct Info for (IT) “Secure Enterprise Renewal for 26 users” 🤣😂 The Irony. #mashoil #anonymous #OpRussia #opukraine #SlavaUkraïni #FCKPTN #fckputin #littledickputin #putinisimpotent #HackersAgainstPutin 🤑 https://t.co/RYH5WGeSWn,"['🤣', '😂']",1,1
380,"@Kasparov63 FYI genius!Talk is cheap,bullets on the field will write the history. At the end of the day,you are a nobody,masquerading as Kasparpoleon: https://t.co/FuhfiIcOdm cut down to your minuscule size, must have hurt. Smarty,Hitler’s million man army couldn’t do what you say,🤣#Ukraine https://t.co/YJpEQ9tPXQ",['🤣'],1,1
381,World must know this names  😡all  this I can not call it people  are war criminals 🤬 #StopWarInUkraine #StopPutinNOW #SlavaUkraine #StandingWithUkraine #Anonymous #OpRussia https://t.co/JBZJpiqST4,"['😡', '🤬']",0,4
382,"The #Anonymous collective has raided another pro-Russian Discord server. 

A few hundred thousands messages sent 😆
You were warned. https://t.co/q5wdUWYfAI",['😆'],1,1
383,@RALee85 Tables are turned #Nato now demands it becomes a member of the Ukrainian military for protection of Europe and not the opposite way round 😂😂😂,"['😂', '😂', '😂']",1,1
384,"Love it! 🤣🤣🤣
#JohnsonOut67 #StandWithUkraine #WaiveVisasNotFlags #PutinsBrexit https://t.co/3txzcHPJFP","['🤣', '🤣', '🤣']",1,1
385,"March was full of evils.

From #FuelScarcity to #ASUUstrike  to #UkraineRussiaWar to Death of Bamise to Kaduna-Abuja bombing to many others.

Lord heal Nigeria &amp; the world. May your April be far better than your March. We have no one but you. Even PMB is fed up😭 #AprilFoolsDay",['😭'],0,3
386,Goodnight #Ukraine. Stay safe people and never let the Russian army build a bridge for you. 😆 https://t.co/aaDoZEL6AM,['😆'],1,1
387,"Scholz asked Putin to clarify the Ruble for Gas payment scheme in writing - and got this! 👇🤣
#RussiaUkraineWar https://t.co/ijHFoUYbbK",['🤣'],1,1
388,#RussiaUkraineWar #RussianArmy #RussiaInvadedUkraine Nice hubby she had. Totally dead now. Oh ..oh who will take care of his wifey now. OnlyFans perhaps 😆 https://t.co/ewMrn28e4Y,['😆'],1,1
389,"Love it! 🤣🤣🤣
#JohnsonOut67 #StandWithUkraine #WaiveVisasNotFlags #PutinsBrexit https://t.co/3txzcHPJFP","['🤣', '🤣', '🤣']",1,1
390,Goodnight #Ukraine. Stay safe people and never let the Russian army build a bridge for you. 😆 https://t.co/aaDoZEL6AM,['😆'],1,1
391,😂 angry #Soros mouthpiece #andersaslund now calls the #IMF pro-Russian. 👀 at his old tweets before he can delete them 😊 #dementia #vaccineSideEffect #atlanticcouncil #russia #ukraine #clown #pfizer #moderna #retirement https://t.co/JWpnEghY6I,"['😂', '😊']",1,1
392,"Scholz asked Putin to clarify the Ruble for Gas payment scheme in writing - and got this! 👇🤣
#RussiaUkraineWar https://t.co/ijHFoUYbbK",['🤣'],1,1
393,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
394,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
395,Goodnight #Ukraine. Stay safe people and never let the Russian army build a bridge for you. 😆 https://t.co/aaDoZEL6AM,['😆'],1,1
396,"Maybe Putin watched to much #Zoro cuz the #Z belongs to him. Don't give them the #Z.

Just make #Zelenskiy out of it 😉😂🤔#StandWithUkraine️
#RussianWarshipGoFYourself
#Putin #Genocide #StandWithUkraine️ #CloseTheSky",['😂'],1,1
397,"😀🏀❤️Play basketball?  Can you hit a free throw?  Of course you can... but how many from 100.  Try our global challenge today and join the https://t.co/WVLX6mCv1H community.  Peace and hoops.
#basketball #nba #btc #UkraineRussiaWar #love #sport @fiba @shaq Real sport. Real life. https://t.co/PywBs2j42L",['😀'],1,1
398,"#Ukrainian calling a girlfriend of a dead Russian solder saying that only “a** &amp; a leg left” of her loved one, cursing 🤬 in the process.
I have a question though, I do believe Russian solders do not have their phones, unless it someone higher up… #UkraineConflict #UkraineRussia https://t.co/wQwWFiA2rH",['🤬'],0,4
399,is #Lavrov just admitting that #Russia shouldn't attack #ukraine or has he been drinking his homemade vodka again? 🤣 https://t.co/bjEQY3GjRr,['🤣'],1,1
400,"We will never forget how Ronald Reagan of the U.S violently refused to implement UN sanctions against Apartheid South Africa. This is what they do 😡😡😡

#Ukraine #FreePalestine https://t.co/ANJPP77SHe","['😡', '😡', '😡']",0,4
401,"#UkraineWar 
#AprilFoolsDay2022 
#Elections2022 
#ToryCorruption 

If only the british were #Ukrainian their politicians might have cared

You elected a clown and you definitely have your circus 🤣🤣🤣🤣 https://t.co/75vO0zXU2s","['🤣', '🤣', '🤣', '🤣']",1,1
402,"@DarthPutinKGB Good summary of the situation 👍 but don t worry, everything is going according to plan 🤣#fckputin #SlavaUkraïni",['🤣'],1,1
403,"#MeterReadingDay
#UkraineWar 
#AprilFoolsDay2022 
#Elections2022 
#ToryCorruption 

If only the british were #Ukrainian their politicians might have cared

You elected a clown and you definitely have your circus 🤣🤣🤣🤣","['🤣', '🤣', '🤣', '🤣']",1,1
404,"#Tories
#UkraineWar 
#AprilFoolsDay2022 
#Elections2022 
#ToryCorruption 

If only the british were #Ukrainian their politicians might have cared

You elected a clown and you definitely have your circus 🤣🤣🤣🤣","['🤣', '🤣', '🤣', '🤣']",1,1
405,"#NHS
#UkraineWar 
#AprilFoolsDay2022 
#Elections2022 
#ToryCorruption 

If only the british were #Ukrainian their politicians might have cared

You elected a clown and you definitely have your circus 🤣🤣🤣🤣","['🤣', '🤣', '🤣', '🤣']",1,1
406,"The first photo is Grozny, 2000.
The second photo - Nikolaev, 2022.

In both cases, came the ""ruzzian peace"", which brings nothing but destruction. Burn in hell, ruzzians!🤬

#StandWithUkraine #Ukraine️ #StopRussia #RussiaUkraineWar #StopRussianAggression #nowarinukraine https://t.co/ukABtkY55q",['🤬'],0,4
407,"#CostOfLivingCrisis
#UkraineWar 
#AprilFoolsDay2022 
#Elections2022 
#ToryCorruption 

If only the british were #Ukrainian their politicians might have cared

You elected a clown and you definitely have your circus 🤣🤣🤣🤣","['🤣', '🤣', '🤣', '🤣']",1,1
408,"#JohnsonOut67
#UkraineWar 
#AprilFoolsDay2022 
#Elections2022 
#ToryCorruption 

If only the british were #Ukrainian their politicians might have cared

You elected a clown and you definitely have your circus 🤣🤣🤣🤣","['🤣', '🤣', '🤣', '🤣']",1,1
409,"#bbcqt
#UkraineWar 
#AprilFoolsDay2022 
#Elections2022 
#ToryCorruption 

If only the british were #Ukrainian their politicians might have cared

You elected a clown and you definitely have your circus 🤣🤣🤣🤣","['🤣', '🤣', '🤣', '🤣']",1,1
410,"@BBCOne 
#UkraineWar 
#AprilFoolsDay2022 
#Elections2022 
#ToryCorruption 

If only the british were #Ukrainian their politicians might have cared

You elected a clown and you definitely have your circus 🤣🤣🤣🤣","['🤣', '🤣', '🤣', '🤣']",1,1
411,"#FollowBackFriday
#UkraineWar 
#AprilFoolsDay2022 
#Elections2022 
#ToryCorruption 

If only the british were #Ukrainian their politicians might have cared

You elected a clown and you definitely have your circus 🤣🤣🤣🤣","['🤣', '🤣', '🤣', '🤣']",1,1
412,"#Rouble showdown on April Fool's day. 😅 Western Europe gets 50%+ of its gas from #Russia, which says unfriendly countries i.e. #NATO states must pay in Roubles as of 1 April. #EuropeanUnion says no to ""blackmail"". Russia says no free gas.   https://t.co/rDqUl0vgiO https://t.co/mWdQ3zcE3T",['😅'],1,1
413,"Rise &amp; rise of ruble! Whoever said— #Ruble has been crushed! #Biden 😊 

Biggest powers are locking horns and failing. Lol 

Do I expect Russia to help if China gets adventurous at our borders? No! 
Will US stop meddling in India’s internal affairs? No! 
So… #Popcorn 🥤🤷‍♀️ https://t.co/twD1Cqulgc",['😊'],1,1
414,"#ToriesOut
#UkraineWar 
#AprilFoolsDay2022 
#Elections2022 
#ToryCorruption 

If only the british were #Ukrainian their politicians might have cared

You elected a clown and you definitely have your circus 🤣🤣🤣🤣","['🤣', '🤣', '🤣', '🤣']",1,1
415,"This is my favorite #PutinHitler video so far😄

#StandWithUkraine 🇺🇦✊ #FckPutin #war #NaziPutin #war #Putin #Ukraine #Hitler

@MargaretSiegien @Analytics_699 @krzysztof_dykas @Shi4Tech @jblefevre60 @pierrepinna @KanezaDiane @ZelenskyyUa V/@olex_scherba

https://t.co/aYWdGk4OGc https://t.co/c37yN53LKh",['😄'],1,1
416,#anonymous  😁😁pedophile is down happy weekend 😊🙋‍♂️🍀🍀🍀🍀❤ https://t.co/EZtIanH1q8,['😊'],1,1
417,Flagnetwork 😡😡😡 #Zelenskyy #BinJinWedding #neige #Crypto #UkraineRussiaWar #Corona #GetWellSoonJungkook https://t.co/XZTVSUr7vf,"['😡', '😡', '😡']",0,4
418,"@ukraine_world Russia ukraine live videos from the battle field 
#RussiaUkraineWar
#notowar 😔 
#Russia
🏹 ➡️ 
https://t.co/AYBT0CGx0L",['😔'],0,3
419,"List of european 🤬enterprises, that still buy russian bloody oil: 
Neftohim Burgas
MiRo
PCK Schwedt
Pertamina
Leuna
ISAB
MOL
Zeeland Refinery
Rotterdam Refinery
#EndFossilFuelsNow #DefuelRussiasWar #StandWithUkraine
https://t.co/FOpLlhTTX8",['🤬'],0,4
420,"I’m in the bomb refuge. 
😣
When I hear air raid siren I must to hide in the bomb shelter, underground parking or basement. 

#saveukraine #eth #crypto #ukraine #helpukrainian #btc https://t.co/mhEckjvMpx",['😣'],0,3
421,Flagnetwork 😡😡😡  #Zelenskyy #BinJinWedding #BinJinWedding #neige #UkraineRussiaWar #Crypto #Corona https://t.co/jmilTh6f0F,"['😡', '😡', '😡']",0,4
422,"The first time is never forgotten. 😂😂😂😂😂
#Macron
#GoPutinGo
#Putin
#Rubles
#Rubli
#ZelenskyNazist
#UkraineRussiaWar https://t.co/mJgf2bv1SV","['😂', '😂', '😂', '😂', '😂']",1,1
423,"Almost 400 children have been injured in Ukraine since the beginning of Russia's war against our country. Of these, 153 were killed and more than 245 were injured.🤬

#StandWithUkraine #Ukraine️ #StopRussia #RussiaUkraineWar #StopRussianAggression #nowarinukraine https://t.co/jEBjqZgDW4",['🤬'],0,4
424,"Scholz asked Putin to clarify the Ruble for Gas payment scheme in writing - and got this! 👇🤣
#RussiaUkraineWar https://t.co/ijHFoUYbbK",['🤣'],1,1
425,"Cute 🥰🥰 puppy 😍📸😍
#morningvibes #QuestionTime #Qatar2022 #WillSmith #UmRash #RussiaUkraineWar #RussianWarCrimes #LSGvCSK #BinJinWedding #FIFAWorldCup #Russian #OhmNanon #JacksonWang_Blow #JusticeTourMalaysia #JacksonWang #HappyBirthdayLiquorose #AprilFoolsDay #war #SHIB https://t.co/IkOKlGasUq","['😍', '😍']",1,1
426,"Scholz asked Putin to clarify the Ruble for Gas payment scheme in writing - and got this! 👇🤣
#RussiaUkraineWar https://t.co/ijHFoUYbbK",['🤣'],1,1
427,"@KSergatskova Russia ukraine live videos from the battle field 
#RussiaUkraineWar
#notowar 😔 
#Russia
🏹 ➡️ 
https://t.co/AYBT0CGx0L",['😔'],0,3
428,"Good grief. Those poor deer 😔 
#StandWithUkraine #StopRussia https://t.co/wYj4grbEAD",['😔'],0,3
429,"@ukraine_world Russia ukraine live videos from the battle field 
#RussiaUkraineWar
#notowar 😔 
#Russia
🏹 ➡️ 
https://t.co/AYBT0CGx0L",['😔'],0,3
430,"Medvedev is not happy at all with the demented west. 🤬 Foes won't get to exploit Russian generosity. 🍞🥩🥖🍟

#Putin #IStandWithPutin #istandwithrussia #NaziUkraine #Russian #Russia #USA #EU #Azov #Ukraine #Europe #China #BRICS #Brazil #SouthAfrica #India https://t.co/ZgLH4VkUQ5",['🤬'],0,4
